SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,Boundaries - Wards (2023-)
SR22-00084795,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/16/2022 02:56:33 PM,02/24/2022 03:08:52 PM,02/24/2022 03:08:52 PM,5630 N KIMBALL AVE,,,60659,5630,N,KIMBALL,AVE,false,false,,,13,39,,H008,1,17,1711,16,,14,1,1,1152622.800348,1937354.387027,41.983969923,-87.714051793,"(41.9839699232434, -87.71405179317985)",50,13,4450,799,38,39
SR22-00080825,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/15/2022 09:30:29 AM,02/22/2023 10:38:05 AM,02/22/2023 10:38:05 AM,8003 S KENTON AVE,,,60652,8003,S,KENTON,AVE,false,false,,,70,18,,E041,3,08,0834,30,,9,7,1,1147239.840762,1851086.52867,41.747345382,-87.736057108,"(41.7473453817288, -87.73605710811496)",8,69,4300,235,30,18
SR22-00080391,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/15/2022 07:04:13 AM,01/18/2022 10:42:44 AM,01/18/2022 10:42:44 AM,6024 N MARMORA AVE,,,60646,6024,N,MARMORA,AVE,false,false,,,11,39,,,1,16,1611,23,,7,7,1,1135835.643532,1939802.537319,41.991004317,-87.775734584,"(41.991004317385894, -87.77573458378242)",18,11,22532,701,38,39
SR22-00079531,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/14/2022 07:27:36 PM,03/03/2022 09:55:58 AM,03/03/2022 09:55:58 AM,433 E 87TH ST,,,60619,433,E,87TH,ST,false,false,,,44,9,,R043,3,06,0632,12,,19,6,1,1180808.90801,1847321.921272,41.736309595,-87.613166054,"(41.73630959529514, -87.61316605424727)",61,40,21546,407,43,10
SR22-00078432,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/14/2022 02:48:46 PM,03/25/2022 09:38:08 AM,03/25/2022 09:38:08 AM,1450 E 55TH PL,,,60615,1450,E,55TH,PL,false,false,,,41,5,,T034,3,02,0234,19,,14,6,1,1186334.05155,1868967.208891,41.795577586,-87.592240812,"(41.7955775863441, -87.59224081172353)",10,8,21192,499,33,3
SR22-00075733,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/14/2022 09:51:52 AM,01/14/2022 11:15:06 AM,01/14/2022 11:15:06 AM,2928 S ARCHER AVE,,,60608,2928,S,ARCHER,AVE,false,false,,,60,11,,M028,1,09,0913,1,,9,6,1,1167972.613244,1885502.84264,41.841367751,-87.6590968,"(41.841367750766466, -87.6590968003022)",43,58,14920,723,48,7
SR22-00072646,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Canceled,Alderman's Office,01/13/2022 04:11:29 PM,01/14/2022 02:42:46 PM,01/14/2022 02:42:46 PM,854 W BELDEN AVE,,,60614,854,W,BELDEN,AVE,false,false,,,7,43,,N017,1,18,1812,41,,16,5,1,1169996.974957,1915560.363567,41.923803852,-87.650790861,"(41.923803851534245, -87.65079086080749)",16,68,21190,744,34,43
SR22-00071535,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/13/2022 01:53:36 PM,01/14/2022 02:22:06 PM,01/14/2022 02:22:06 PM,4210 S PRAIRIE AVE,,,60653,4210,S,PRAIRIE,AVE,false,false,,,38,3,,Q031,1,02,0213,9,,13,5,1,1178648.550434,1877055.186662,41.81795007,-87.620177436,"(41.81795006987744, -87.62017743596597)",36,4,4301,163,9,8
SR22-00070297,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/13/2022 11:47:39 AM,01/14/2022 09:55:03 AM,01/14/2022 09:55:03 AM,346 W 97TH ST,,,60628,346,W,97TH,ST,false,false,,,49,21,,P045,1,05,0511,23,,11,5,1,1175478.391345,1840678.289857,41.718199322,-87.632893194,"(41.718199322405596, -87.63289319433567)",19,45,21861,568,13,11
SR22-00067175,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,01/12/2022 10:11:43 PM,12/02/2022 01:05:21 PM,,10125 S GREEN ST,,,60643,10125,S,GREEN,ST,false,false,,,73,21,,N046,3,22,2232,45,,22,4,1,1172517.881865,1837580.345021,41.709763691,-87.643827278,"(41.70976369061983, -87.64382727828166)",13,72,22212,594,22,21
SR22-00065448,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/12/2022 02:54:32 PM,03/25/2022 09:39:16 AM,03/25/2022 09:39:16 AM,9120 S HALSTED ST,,,60620,9120,S,HALSTED,ST,false,false,,,73,21,,N044,2,22,2223,46,,14,4,1,1172484.268312,1844223.023584,41.727992899,-87.64375553,"(41.72799289888417, -87.64375552950139)",59,72,21554,151,13,21
SR22-00064865,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/12/2022 01:35:43 PM,02/22/2023 10:37:35 AM,02/22/2023 10:37:35 AM,10654 S STATE ST,,,60628,10654,S,STATE,ST,false,false,,,49,9,,P047,1,05,0512,18,,13,4,1,1178071.181888,1834108.544364,41.700112761,-87.623595148,"(41.70011276137799, -87.623595147699)",19,45,21861,524,22,11
SR22-00064676,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/12/2022 01:09:43 PM,01/12/2022 01:42:52 PM,01/12/2022 01:42:52 PM,6664 N NORTHWEST HWY,,,60631,6664,N,NORTHWEST,HWY,false,false,,,9,41,,X106,1,16,1612,5,,13,4,1,1125064.560503,1943716.672796,42.001930696,-87.815267065,"(42.001930696437775, -87.81526706456305)",17,77,22243,654,29,41
SR22-00064128,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/12/2022 11:50:11 AM,01/12/2022 03:16:26 PM,01/12/2022 03:16:26 PM,1353 W 76TH ST,,,60620,1353,W,76TH,ST,false,false,,,71,17,,M040,1,06,0612,29,,11,4,1,1168460.202009,1854080.459514,41.755130619,-87.658213146,"(41.755130619453766, -87.65821314559274)",59,70,21554,572,31,17
SR22-00061552,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/11/2022 10:40:03 PM,01/12/2022 11:48:54 AM,01/12/2022 11:48:54 AM,5819 S LAFLIN ST,,,60636,5819,S,LAFLIN,ST,false,false,,,67,16,,M035,1,07,0713,5,,22,3,1,1167400.891225,1866055.289263,41.788013849,-87.661752559,"(41.78801384891476, -87.66175255866003)",23,65,22257,384,2,16
SR22-00058303,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/11/2022 12:05:38 PM,01/12/2022 11:08:52 AM,01/12/2022 11:08:52 AM,7258 S EUCLID AVE,,,60649,7258,S,EUCLID,AVE,false,false,,,43,5,,U039,3,03,0333,6,,12,3,1,1190228.255159,1856987.876779,41.762612379,-87.578346546,"(41.76261237853757, -87.57834654622988)",24,39,22538,452,33,3
SR22-00053597,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/10/2022 04:14:02 PM,01/11/2022 10:36:46 AM,01/11/2022 10:36:46 AM,614 E 102ND PL,,,60628,614,E,102ND,PL,false,false,,,49,9,,R046,1,05,0511,13,,16,2,1,1182239.892157,1837205.289314,41.708515349,-87.608235648,"(41.70851534865248, -87.60823564775274)",19,45,21861,570,43,11
SR22-00051722,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,01/10/2022 01:20:36 PM,12/02/2022 01:05:21 PM,,6710 S CLAREMONT AVE,,,60636,6710,S,CLAREMONT,AVE,false,false,,,66,16,,K038,3,08,0832,8,,13,2,1,1161836.896235,1860041.084032,41.771627499,-87.682320548,"(41.77162749854938, -87.68232054761968)",23,64,22257,370,31,16
SR22-00050242,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/10/2022 11:13:36 AM,03/10/2023 03:03:07 PM,03/10/2023 03:03:07 PM,8745 S COTTAGE GROVE AVE,,,60619,8745,S,COTTAGE GROVE,AVE,false,false,,,44,8,,S043,3,06,0632,25,,11,2,1,1183197.751193,1846968.918596,41.735285729,-87.604425191,"(41.735285729301076, -87.60442519054492)",61,40,21546,429,35,10
SR22-00037439,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/07/2022 06:40:34 PM,01/10/2022 10:07:43 AM,01/10/2022 10:07:43 AM,2457 W HADDON AVE,,,60622,2457,W,HADDON,AVE,false,false,,,24,1,,J020,1,12,1212,15,,18,6,1,1159600.072794,1907493.562131,41.901888662,-87.689215661,"(41.90188866194842, -87.68921566126436)",4,25,21560,542,41,36
SR22-00036301,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Internet,01/07/2022 03:08:26 PM,03/23/2022 11:57:05 AM,03/23/2022 11:57:05 AM,5149 W MONTROSE AVE,,,60641,5149,W,MONTROSE,AVE,false,false,,,15,45,,D012,2,16,1624,14,,15,6,1,1141175.411189,1928735.280433,41.960537784,-87.756367483,"(41.960537784253034, -87.75636748285844)",21,15,22618,259,50,45
SR22-00034758,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/07/2022 12:10:21 PM,03/03/2022 09:56:12 AM,03/03/2022 09:56:12 AM,2320 S LEAVITT ST,,,60608,2320,S,LEAVITT,ST,false,false,,,31,25,,K027,3,10,1034,26,,12,6,1,1162002.012576,1888471.301836,41.849640041,-87.680924125,"(41.84964004076544, -87.68092412531445)",43,33,14920,204,26,25
SR22-00030424,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,01/06/2022 03:39:52 PM,01/07/2022 10:45:14 AM,01/07/2022 10:45:14 AM,9438 S DAMEN AVE,,,60643,9438,S,DAMEN,AVE,false,false,,,72,19,,K044,2,22,2221,18,,15,5,1,1164456.390765,1841879.200311,41.721733796,-87.673229042,"(41.72173379566451, -87.67322904175093)",59,71,22212,627,42,19
SR22-00030083,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/06/2022 02:49:34 PM,02/24/2022 02:53:42 PM,02/24/2022 02:53:42 PM,2917 W 63RD ST,,,60629,2917,W,63RD,ST,false,false,,,66,17,,I037,2,08,0823,7,,14,5,1,1157929.391712,1862654.124061,41.778878337,-87.696573348,"(41.778878336595476, -87.69657334801758)",58,64,21867,319,31,15
SR22-00029895,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,01/06/2022 02:30:49 PM,01/06/2022 03:22:42 PM,01/06/2022 03:22:42 PM,6018 S CAMPBELL AVE,,,60629,6018,S,CAMPBELL,AVE,false,false,,,66,16,,J036,2,08,0825,19,,14,5,1,1160662.015528,1864570.055735,41.784079955,-87.686502422,"(41.784079955058964, -87.68650242184918)",58,64,21867,111,2,16
SR22-00026673,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,01/06/2022 09:14:58 AM,01/06/2022 11:42:23 AM,01/06/2022 11:42:23 AM,11135 S DRAKE AVE,,,60655,11135,S,DRAKE,AVE,false,false,,,74,19,,H049,1,22,2211,21,,9,5,1,1154755.135175,1830394.808594,41.690417119,-87.709068358,"(41.69041711894509, -87.7090683578299)",33,73,4447,264,42,19
SR22-00025935,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/06/2022 07:22:38 AM,03/03/2022 09:56:47 AM,03/03/2022 09:56:47 AM,4510 W 16TH ST,,,60623,4510,W,16TH,ST,false,false,,,29,24,,E025,1,10,1012,8,,7,5,1,1146508.408265,1891724.665475,41.858876624,-87.737705411,"(41.85887662446468, -87.73770541057046)",57,30,21569,761,14,24
SR22-00016739,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Internet,01/04/2022 01:15:25 PM,03/03/2022 10:05:53 AM,03/03/2022 10:05:53 AM,4041 N HARDING AVE,,,60618,4041,N,HARDING,AVE,false,false,,,16,45,,G012,2,17,1723,3,,13,3,1,1149361.922709,1926725.096473,41.954866487,-87.726321861,"(41.954866486665246, -87.72632186080855)",39,16,21538,364,50,45
SR22-00011455,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,01/03/2022 04:02:02 PM,01/04/2022 11:22:18 AM,01/04/2022 11:22:18 AM,3927 W 60TH PL,,,60629,3927,W,60TH,PL,false,false,,,65,23,,G036,2,08,0823,30,,16,2,1,1151109.246886,1864121.910935,41.783042038,-87.721538561,"(41.78304203782264, -87.72153856104079)",58,63,21867,339,6,23
SR22-00010677,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,01/03/2022 02:11:38 PM,02/22/2023 10:36:47 AM,02/22/2023 10:36:47 AM,3806 W CORNELIA AVE,,,60618,3806,W,CORNELIA,AVE,false,false,,,21,30,,G014,3,17,1732,32,,14,2,1,1150343.841556,1923083.298566,41.944853972,-87.7228075,"(41.94485397206583, -87.72280749952529)",39,22,21538,138,21,30
SR21-02256305,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/31/2021 06:33:36 PM,03/03/2022 09:53:45 AM,03/03/2022 09:53:45 AM,6413 S WHIPPLE ST,,,60629,6413,S,WHIPPLE,ST,false,false,,,66,17,,I037,2,08,0823,7,,18,6,12,1157227.777279,1861871.45596,41.776744808,-87.699166706,"(41.77674480824337, -87.69916670568496)",58,64,21867,319,31,15
SR21-02255335,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/31/2021 02:09:43 PM,04/19/2023 02:06:07 PM,04/19/2023 02:06:07 PM,1359 N NOBLE ST,,,60642,1359,N,NOBLE,ST,false,false,,,24,1,,M019,3,14,1433,6,,14,6,12,1166874.581029,1909369.936539,41.906884569,-87.662441617,"(41.90688456874535, -87.66244161747424)",49,25,22620,109,11,1
SR21-02247233,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/30/2021 03:07:22 PM,03/03/2022 10:12:32 AM,03/03/2022 10:12:32 AM,6133 W 64TH ST,,,60638,6133,W,64TH,ST,false,false,,,64,13,,A037,1,08,0812,4,,15,5,12,1136503.891447,1861370.484555,41.775764305,-87.775152998,"(41.77576430472293, -87.77515299769254)",7,62,22268,266,15,13
SR21-02242079,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/29/2021 04:16:27 PM,03/03/2022 09:44:46 AM,03/03/2022 09:44:46 AM,7741 S MAY ST,,,60620,7741,S,MAY,ST,false,false,,,71,17,,N040,1,06,0612,24,,16,4,12,1170080.602996,1853306.3355,41.752971273,-87.652297273,"(41.752971273476035, -87.65229727295662)",59,70,21554,572,31,17
SR21-02241916,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/29/2021 03:37:28 PM,02/22/2023 10:09:58 AM,02/22/2023 10:09:58 AM,5036 N CLAREMONT AVE,,,60625,5036,N,CLAREMONT,AVE,false,false,,,4,40,,K010,3,20,2031,11,,15,4,12,1159727.619298,1933550.771174,41.973388695,-87.688026703,"(41.97338869537609, -87.68802670342733)",20,6,21849,54,24,40
SR21-02240053,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/29/2021 11:08:42 AM,03/14/2023 11:31:22 AM,03/14/2023 11:31:22 AM,8825 S PRAIRIE AVE,,,60619,8825,S,PRAIRIE,AVE,false,false,,,44,6,,Q043,3,06,0632,49,,11,4,12,1179674.641436,1846421.788689,41.733865493,-87.61734902,"(41.733865492808775, -87.61734902014715)",61,40,21546,428,43,4
SR21-02234355,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/28/2021 09:50:37 AM,02/22/2023 10:07:58 AM,02/22/2023 10:07:58 AM,2801 S DR MARTIN LUTHER KING JR DR,,,60616,2801,S,DR MARTIN LUTHER KING JR,DR,false,false,,,35,4,,R028,3,01,0133,6,,9,3,12,1179509.266914,1886425.334728,41.843642813,-87.616733361,"(41.843642812515924, -87.61673336122243)",40,1,21194,560,10,9
SR21-02232542,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Internet,12/27/2021 07:00:19 PM,03/10/2023 03:59:06 PM,03/10/2023 03:59:06 PM,2659 N ASHLAND AVE,,,60614,2659,N,ASHLAND,AVE,false,false,,,7,32,,M016,3,19,1932,27,,19,2,12,1165271.095478,1917897.912509,41.930320131,-87.668088861,"(41.93032013111976, -87.66808886125338)",16,68,21190,770,40,32
SR21-02231994,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/27/2021 04:33:17 PM,12/29/2021 02:37:35 PM,12/29/2021 02:37:35 PM,7008 N GREENVIEW AVE,,,60626,7008,N,GREENVIEW,AVE,false,false,,,1,49,,M005,2,24,2423,20,,16,2,12,1165026.026912,1946683.436176,42.009313922,-87.66816816,"(42.00931392183216, -87.66816815953389)",9,10,21853,358,5,49
SR21-02220432,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/24/2021 02:18:31 PM,01/27/2022 01:52:15 PM,01/27/2022 01:52:15 PM,527 E 91ST ST,,,60619,527,E,91ST,ST,false,false,,,44,9,,R044,3,06,0633,48,,14,6,12,1181482.391964,1844686.038811,41.729060931,-87.610779731,"(41.729060930757285, -87.61077973100173)",61,40,21546,430,43,10
SR21-02216715,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,12/23/2021 03:36:15 PM,12/28/2021 03:34:23 PM,,7354 S MOZART ST,,,60629,7354,S,MOZART,ST,false,false,,,66,18,,I039,3,08,0835,47,,15,5,12,1158576.095525,1855526.687427,41.759306427,-87.694396572,"(41.75930642674241, -87.69439657174587)",58,64,21867,349,30,18
SR21-02202604,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Internet,12/21/2021 09:09:01 AM,12/28/2021 09:30:26 AM,12/28/2021 09:30:26 AM,12915 S WALLACE ST,,,60628,12915,S,WALLACE,ST,false,false,,,53,9,,O053,2,05,0523,19,,9,3,12,1174757.634442,1819131.88333,41.659088719,-87.636171715,"(41.65908871890436, -87.63617171522515)",19,50,21861,7,43,11
SR21-02199917,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/20/2021 03:37:14 PM,12/28/2021 09:23:47 AM,12/28/2021 09:23:47 AM,854 N HARDING AVE,,,60651,854,N,HARDING,AVE,false,false,,,23,37,,G020,1,11,1112,13,,15,2,12,1149831.252049,1905649.475085,41.897023965,-87.725146049,"(41.89702396526873, -87.72514604907664)",5,24,4299,456,45,37
SR21-02196252,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/20/2021 08:38:37 AM,02/22/2023 10:07:23 AM,02/22/2023 10:07:23 AM,4004 N HAMLIN AVE,,,60618,4004,N,HAMLIN,AVE,false,false,,,16,45,,G012,2,17,1723,3,,8,2,12,1150312.929993,1926420.046697,41.95401087,-87.722833758,"(41.95401086990712, -87.72283375769896)",39,16,21538,364,50,45
SR21-02195534,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,12/20/2021 05:42:57 AM,12/23/2021 11:39:55 AM,,2717 W POLK ST,,,60612,2717,W,POLK,ST,false,false,,,27,28,,J024,3,11,1135,29,,5,2,12,1158306.269538,1896179.623094,41.870868729,-87.694277461,"(41.87086872910322, -87.69427746096655)",28,28,21184,38,23,28
SR21-02189715,Water Quality Concern,WCA,,DWM - Department of Water Management,Open,Mobile Device,12/18/2021 11:15:56 AM,12/20/2021 09:29:47 AM,,634 N HOMAN AVE,,,60624,634,N,HOMAN,AVE,false,false,,,23,27,,H021,2,11,1121,44,,11,7,12,1153514.357268,1904181.719788,41.89292386,-87.711657529,"(41.892923859911946, -87.71165752900058)",30,24,21572,584,46,27
SR21-02185372,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/17/2021 12:25:43 PM,12/20/2021 08:35:46 AM,12/20/2021 08:35:46 AM,1924 W MAYPOLE AVE,,,60612,1924,W,MAYPOLE,AVE,false,false,,,28,27,,L022,2,12,1223,27,,12,6,12,1163421.74569,1901071.263456,41.884185771,-87.675359072,"(41.88418577087221, -87.6753590724902)",28,29,21184,579,46,27
SR21-02182133,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/16/2021 08:19:25 PM,02/22/2023 10:06:55 AM,02/22/2023 10:06:55 AM,5821 N BROADWAY,,,60660,5821,N,BROADWAY,,false,false,,,77,48,,N008,2,20,2022,16,,20,5,12,1167363.299099,1938846.537551,41.987759165,-87.659795475,"(41.9877591651066, -87.65979547462076)",14,76,4451,13,16,48
SR21-02179929,Water Quality Concern,WCA,DWM - Department of Water Management,DWM - Department of Water Management,Completed,Phone Call,12/16/2021 02:01:17 PM,02/25/2022 01:49:05 PM,02/25/2022 01:49:05 PM,2027 W ESTES AVE,,,60645,2027,W,ESTES,AVE,false,false,,,1,49,,K005,2,24,2424,13,,14,5,12,1161447.627624,1947283.667585,42.011036512,-87.681317341,"(42.01103651150383, -87.68131734083417)",12,10,22528,44,5,49
SR21-02178867,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/16/2021 11:48:27 AM,12/16/2021 02:01:54 PM,12/16/2021 02:01:54 PM,5827 S SAWYER AVE,,,60629,5827,S,SAWYER,AVE,false,false,,,63,23,,H035,2,08,0822,15,,11,5,12,1155800.896151,1865684.620759,41.787237451,-87.704295381,"(41.78723745102863, -87.7042953813342)",58,61,21867,801,6,14
SR21-02172894,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/15/2021 12:03:38 PM,04/24/2023 11:23:54 AM,04/24/2023 11:23:54 AM,406 W 118TH ST,,,60628,406,W,118TH,ST,false,false,,,53,21,,O050,2,05,0522,14,,12,4,12,1175626.330357,1826748.058466,41.67996941,-87.632766364,"(41.67996941018233, -87.63276636424035)",19,50,21861,255,22,21
SR21-02166613,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/14/2021 11:55:31 AM,01/31/2022 10:33:22 AM,01/31/2022 10:33:22 AM,1732 W 89TH ST,,,60620,1732,W,89TH,ST,false,false,,,71,21,,L043,2,22,2221,3,,11,3,12,1166183.641133,1845737.789935,41.732285841,-87.666792959,"(41.732285840533386, -87.66679295896142)",59,70,21554,488,13,18
SR21-02160982,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/13/2021 02:23:04 PM,12/14/2021 02:42:28 PM,12/14/2021 02:42:28 PM,9143 S UNION AVE,,,60620,9143,S,UNION,AVE,false,false,,,73,21,,O044,2,22,2223,24,,14,2,12,1173325.641722,1844060.539193,41.727528482,-87.64067822,"(41.72752848153162, -87.6406782199114)",59,72,21554,631,13,21
SR21-02158004,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Mobile Device,12/13/2021 09:14:00 AM,12/13/2021 10:06:48 AM,12/13/2021 10:06:48 AM,3502 N KOSTNER AVE,,,60641,3502,N,KOSTNER,AVE,false,false,,,16,30,,E014,3,17,1731,7,,9,2,12,1146354.824584,1922938.054657,41.94453244,-87.737473361,"(41.94453244025229, -87.73747336135148)",21,16,22618,328,21,30
SR21-02146746,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/10/2021 07:41:56 PM,12/13/2021 10:13:32 AM,12/13/2021 10:13:32 AM,7213 S RHODES AVE,,,60619,7213,S,RHODES,AVE,false,false,,,69,6,,R039,2,03,0323,40,,19,6,12,1181243.842909,1857219.980621,41.763460965,-87.611268294,"(41.76346096522851, -87.61126829362479)",61,67,21546,515,32,4
SR21-02145239,Water Quality Concern,WCA,DWM - Department of Water Management,DWM - Department of Water Management,Completed,Phone Call,12/10/2021 02:57:05 PM,04/27/2023 08:22:17 AM,04/27/2023 08:22:17 AM,500 E 33RD ST,,,60616,500,E,33RD,ST,false,false,,,35,4,,R029,1,02,0211,28,,14,6,12,1180307.141633,1883255.608415,41.834926559,-87.613902797,"(41.83492655899739, -87.61390279693121)",40,1,21194,581,10,9
SR21-02142732,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,12/10/2021 09:53:19 AM,03/25/2022 09:40:33 AM,03/25/2022 09:40:33 AM,5423 S KILDARE BLVD,,,60632,5423,S,KILDARE,BLVD,false,false,,,62,23,,F034,1,08,0815,6,,9,6,12,1148699.810596,1868189.875272,41.794251878,-87.730267832,"(41.79425187810516, -87.73026783151826)",56,60,22248,793,6,23
SR21-02138018,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/09/2021 01:09:09 PM,12/09/2021 03:06:54 PM,12/09/2021 03:06:54 PM,7162 W GRAND AVE,,,60707,7162,W,GRAND,AVE,false,false,,,18,29,,Y116,1,25,2512,38,,13,5,12,1127995.392281,1915381.649125,41.924127119,-87.805127251,"(41.92412711888039, -87.80512725073251)",3,18,4454,136,7,29
SR21-02136168,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,12/09/2021 09:27:10 AM,12/09/2021 03:02:56 PM,12/09/2021 03:02:56 PM,7324 W GREENLEAF AVE,,,60631,7324,W,GREENLEAF,AVE,false,false,,,9,41,,X105,1,16,1611,44,,9,5,12,1126440.452004,1946344.451376,42.009118605,-87.810146135,"(42.009118605116846, -87.81014613469092)",17,77,22243,654,29,41
SR21-02129573,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,12/08/2021 08:42:53 AM,12/29/2021 02:36:53 PM,12/29/2021 02:36:53 PM,5008 N NORMANDY AVE,,,60656,5008,N,NORMANDY,AVE,false,false,,,10,45,,Z110,1,16,1613,48,,8,4,12,1130842.477146,1932983.759547,41.97238068,-87.794258899,"(41.97238068021923, -87.79425889850653)",31,36,4448,700,50,41
SR21-02122944,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,12/07/2021 12:47:51 AM,12/02/2022 01:05:07 PM,,4835 S CICERO AVE,,,60632,4835,S,CICERO,AVE,false,false,,,56,22,,E033,1,08,0815,12,,0,3,12,1145324.054766,1871958.373069,41.804657552,-87.742551808,"(41.80465755208735, -87.74255180810373)",56,53,22248,606,8,22
SR21-02120556,Water Quality Concern,WCA,DWM - Department of Water Management,DWM - Department of Water Management,Completed,Phone Call,12/06/2021 02:18:30 PM,04/19/2023 02:44:43 PM,04/19/2023 02:44:43 PM,1622 N FRANCISCO AVE,,,60647,1622,N,FRANCISCO,AVE,false,false,,,24,26,,I018,2,14,1421,30,,14,2,12,1156807.969129,1910786.538758,41.91098194,-87.699382055,"(41.91098194010739, -87.69938205522166)",1,25,22535,300,41,26
